GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
60487	5.37e-01	4.44e-01	0.163	0.7659406	1.25e-01	557.67	TRMT11	tRNA methyltransferase 11 homolog
100131532	5.37e-01	4.44e-01	0.3336	-0.765835	-2.55e-01	39.91	LOC100131532	uncharacterized LOC100131532
64753	5.37e-01	4.44e-01	0.3875	-0.7658252	-2.97e-01	193.05	CCDC136	coiled-coil domain containing 136
107985181	5.37e-01	4.44e-01	0.3042	0.7657639	2.33e-01	18.7	LOC107985181	uncharacterized LOC107985181
8503	5.38e-01	4.44e-01	0.2113	-0.765539	-1.62e-01	658.32	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
65005	5.38e-01	4.44e-01	0.063	0.7655749	4.82e-02	1456.23	MRPL9	mitochondrial ribosomal protein L9
79676	5.38e-01	4.44e-01	0.122	0.7654402	9.34e-02	730.22	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2
55752	5.38e-01	4.44e-01	0.1858	0.765171	1.42e-01	8856.26	SEPTIN11	septin 11
387856	5.38e-01	4.44e-01	0.3316	-0.7648003	-2.54e-01	349.7	CCDC184	coiled-coil domain containing 184
820	5.38e-01	4.45e-01	0.7267	0.7646082	5.56e-01	13.78	CAMP	cathelicidin antimicrobial peptide
100302652	5.38e-01	4.45e-01	0.1465	0.7644656	1.12e-01	314.93	GPR75-ASB3	GPR75-ASB3 readthrough
100189393	5.38e-01	4.45e-01	0.2576	0.7642912	1.97e-01	30.68	TRI-AAT4-1	tRNA-Ile (anticodon AAT) 4-1
51077	5.39e-01	4.45e-01	0.0971	-0.7633926	-7.42e-02	1844.93	FCF1	FCF1 rRNA-processing protein
10633	5.39e-01	4.45e-01	0.5223	0.7633243	3.99e-01	44.23	RASL10A	RAS like family 10 member A
6132	5.39e-01	4.45e-01	0.1559	-0.7630562	-1.19e-01	45855.28	RPL8	ribosomal protein L8
283254	5.39e-01	4.46e-01	0.1264	-0.7626946	-9.64e-02	311.48	HARBI1	harbinger transposase derived 1
283755	5.39e-01	4.46e-01	0.3773	-0.7627166	-2.88e-01	1272.66	HERC2P3	HERC2 pseudogene 3
100294362	5.39e-01	4.46e-01	0.1436	-0.7627105	-1.09e-01	334.48	RNF213-AS1	RNF213 antisense RNA 1
4536	5.39e-01	4.46e-01	0.2286	-0.7626015	-1.74e-01	174310.11	ND2	NADH dehydrogenase subunit 2
79102	5.39e-01	4.46e-01	0.1145	0.7623406	8.73e-02	1730.19	RNF26	ring finger protein 26
729950	5.39e-01	4.46e-01	0.4729	-0.7623405	-3.61e-01	30.6	LINC01915	long intergenic non-protein coding RNA 1915
101929950	5.39e-01	4.46e-01	0.2381	0.7622078	1.81e-01	55.63	LOC101929950	puromycin-sensitive aminopeptidase-like protein
267004	5.40e-01	4.46e-01	0.1348	-0.7620275	-1.03e-01	91.72	PGBD3	piggyBac transposable element derived 3
5266	5.40e-01	4.46e-01	0.9032	-0.7619676	-6.88e-01	24.63	PI3	peptidase inhibitor 3
400752	5.40e-01	4.46e-01	0.279	0.761706	2.13e-01	12.12	LINC01144	long intergenic non-protein coding RNA 1144
54921	5.40e-01	4.46e-01	0.0848	0.761398	6.46e-02	2031.58	CHTF8	chromosome transmission fidelity factor 8
107985251	5.40e-01	4.46e-01	0.6411	0.7612735	4.88e-01	88.27	LOC107985251	uncharacterized LOC107985251
57191	5.40e-01	4.47e-01	0.2975	-0.7608774	-2.26e-01	21.85	VN1R1	vomeronasal 1 receptor 1
387119	5.40e-01	4.47e-01	0.1497	0.7608327	1.14e-01	926.41	CEP85L	centrosomal protein 85 like
162427	5.40e-01	4.47e-01	0.1806	0.7607587	1.37e-01	2261.62	RETREG3	reticulophagy regulator family member 3
8727	5.40e-01	4.47e-01	0.354	0.7606768	2.69e-01	3270.26	CTNNAL1	catenin alpha like 1
5818	5.40e-01	4.47e-01	0.2128	0.760356	1.62e-01	739.08	NECTIN1	nectin cell adhesion molecule 1
29949	5.40e-01	4.47e-01	0.7056	-0.7601713	-5.36e-01	64.67	IL19	interleukin 19
138151	5.40e-01	4.47e-01	0.2175	-0.7601878	-1.65e-01	1776.02	NACC2	NACC family member 2
113455421	5.40e-01	4.47e-01	0.0848	0.760202	6.45e-02	2031.64	DERPC	DERPC proline and glycine rich nuclear protein
6100	5.41e-01	4.47e-01	0.0761	-0.7600756	-5.79e-02	439.94	RP9	RP9 pre-mRNA splicing factor
65251	5.41e-01	4.47e-01	0.1179	0.7599013	8.96e-02	540.71	ZNF649	zinc finger protein 649
387680	5.41e-01	4.47e-01	0.1983	0.7597972	1.51e-01	4917.06	WASHC2A	WASH complex subunit 2A
6550	5.41e-01	4.47e-01	0.2097	-0.7597002	-1.59e-01	533.03	SLC9A3	solute carrier family 9 member A3
79635	5.41e-01	4.48e-01	0.2358	-0.7594684	-1.79e-01	247.55	CCDC121	coiled-coil domain containing 121
404734	5.41e-01	4.48e-01	0.0834	0.7589096	6.33e-02	3112.49	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3 readthrough
5042	5.42e-01	4.48e-01	0.2228	-0.7583969	-1.69e-01	21.33	PABPC3	poly(A) binding protein cytoplasmic 3
81894	5.42e-01	4.48e-01	0.149	-0.7582146	-1.13e-01	1166.03	SLC25A28	solute carrier family 25 member 28
26805	5.42e-01	4.48e-01	0.5269	0.7579524	3.99e-01	21.05	SNORD45A	small nucleolar RNA, C/D box 45A
105374925	5.42e-01	4.49e-01	0.2536	-0.7577178	-1.92e-01	29.34	LOC105374925	uncharacterized LOC105374925
101867536	5.42e-01	4.49e-01	0.2924	0.7576918	2.22e-01	11.39	PRNCR1	prostate cancer associated non-coding RNA 1
105374615	5.42e-01	4.49e-01	0.3519	-0.7572986	-2.67e-01	16.21	LOC105374615	uncharacterized LOC105374615
85476	5.42e-01	4.49e-01	0.085	0.75707	6.44e-02	1990.76	GFM1	G elongation factor mitochondrial 1
5429	5.42e-01	4.49e-01	0.1784	-0.7568809	-1.35e-01	1008.16	POLH	DNA polymerase eta
101927275	5.43e-01	4.49e-01	0.1632	0.7566064	1.23e-01	70.02	NDUFV2-AS1	NDUFV2 antisense RNA 1
144245	5.43e-01	4.49e-01	0.178	0.7565617	1.35e-01	568.8	ALG10B	ALG10 alpha-1,2-glucosyltransferase B
8883	5.43e-01	4.49e-01	0.0966	-0.7563553	-7.31e-02	1272.59	NAE1	NEDD8 activating enzyme E1 subunit 1
7329	5.43e-01	4.50e-01	0.1162	-0.7561912	-8.78e-02	5216.62	UBE2I	ubiquitin conjugating enzyme E2 I
9167	5.43e-01	4.50e-01	0.129	-0.7560516	-9.75e-02	3671.74	COX7A2L	cytochrome c oxidase subunit 7A2 like
65220	5.43e-01	4.50e-01	0.153	0.755939	1.16e-01	2744.03	NADK	NAD kinase
63901	5.43e-01	4.50e-01	0.229	0.7557583	1.73e-01	1735.09	FAM111A	FAM111 trypsin like peptidase A
54581	5.43e-01	4.50e-01	0.1402	0.7555627	1.06e-01	449.43	SCAND2P	SCAN domain containing 2 pseudogene
84851	5.43e-01	4.50e-01	0.1888	0.7550706	1.43e-01	1044.68	TRIM52	tripartite motif containing 52
55766	5.44e-01	4.50e-01	0.2035	0.7549078	1.54e-01	2570.75	H2AJ	H2A.J histone
340543	5.44e-01	4.51e-01	0.5404	-0.7542632	-4.08e-01	159.15	TCEAL5	transcription elongation factor A like 5
101927088	5.44e-01	4.51e-01	0.4979	0.7542965	3.76e-01	17.58	LOC101927088	uncharacterized LOC101927088
440934	5.44e-01	4.51e-01	0.4745	0.7541895	3.58e-01	50.3	CT75	cancer/testis associated transcript 75
375484	5.44e-01	4.51e-01	0.2686	-0.7541479	-2.03e-01	1046.56	SIMC1	SUMO interacting motifs containing 1
54875	5.44e-01	4.51e-01	0.2411	-0.7540505	-1.82e-01	914.99	CNTLN	centlein
79922	5.44e-01	4.51e-01	0.1132	-0.7538209	-8.53e-02	292.51	MRM1	mitochondrial rRNA methyltransferase 1
65084	5.45e-01	4.51e-01	0.1903	-0.75317	-1.43e-01	950.78	TMEM135	transmembrane protein 135
10670	5.45e-01	4.51e-01	0.1358	0.7530238	1.02e-01	2423.32	RRAGA	Ras related GTP binding A
27316	5.45e-01	4.51e-01	0.1408	0.7530289	1.06e-01	8968.14	RBMX	RNA binding motif protein X-linked
55914	5.45e-01	4.51e-01	0.1103	0.7529642	8.30e-02	5885.7	ERBIN	erbb2 interacting protein
58155	5.45e-01	4.52e-01	0.1373	0.7523776	1.03e-01	807.3	PTBP2	polypyrimidine tract binding protein 2
101928274	5.45e-01	4.52e-01	0.3942	-0.7523886	-2.97e-01	76.54	LOC101928274	uncharacterized LOC101928274
4696	5.45e-01	4.52e-01	0.239	-0.752295	-1.80e-01	2486.22	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3
105379282	5.45e-01	4.52e-01	0.4799	-0.75188	-3.61e-01	32.11	LOC105379282	
171586	5.45e-01	4.52e-01	0.2495	-0.7518562	-1.88e-01	767.96	ABHD3	abhydrolase domain containing 3, phospholipase
400579	5.45e-01	4.52e-01	0.3493	0.7516284	2.63e-01	42.62	LINC02076	long intergenic non-protein coding RNA 2076
54438	5.45e-01	4.52e-01	0.3569	-0.7515043	-2.68e-01	737.24	GFOD1	glucose-fructose oxidoreductase domain containing 1
100174949	5.45e-01	4.52e-01	0.1057	-0.7514545	-7.94e-02	854.05	TRIM59-IFT80	TRIM59-IFT80 protein
105376322	5.46e-01	4.53e-01	0.1887	0.7511231	1.42e-01	58.38	LOC105376322	
6659	5.46e-01	4.53e-01	0.385	0.7509276	2.89e-01	7893.97	SOX4	SRY-box transcription factor 4
81854	5.46e-01	4.53e-01	0.1498	-0.7508979	-1.13e-01	111.18	ZNF205-AS1	ZNF205 antisense RNA 1
112268122	5.46e-01	4.53e-01	0.2844	0.7508161	2.14e-01	45.12	LOC112268122	
388	5.46e-01	4.53e-01	0.3568	-0.7505572	-2.68e-01	11061.38	RHOB	ras homolog family member B
54470	5.46e-01	4.53e-01	0.1078	0.7505377	8.09e-02	1313.8	ARMCX6	armadillo repeat containing X-linked 6
91369	5.46e-01	4.53e-01	0.0997	-0.7504928	-7.48e-02	2082.41	ANKRD40	ankyrin repeat domain 40
107985177	5.46e-01	4.53e-01	0.4199	-0.7501868	-3.15e-01	112.59	LOC107985177	uncharacterized LOC107985177
102723786	5.46e-01	4.53e-01	0.1899	0.7500631	1.42e-01	64.7	LOC102723786	uncharacterized LOC102723786
4707	5.46e-01	4.53e-01	0.2875	-0.7497863	-2.16e-01	266.24	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1
92304	5.46e-01	4.53e-01	0.7343	0.7496609	5.50e-01	27.41	SCGB3A1	secretoglobin family 3A member 1
135112	5.46e-01	4.53e-01	0.313	-0.7496135	-2.35e-01	2643.06	NCOA7	nuclear receptor coactivator 7
105371131	5.46e-01	4.53e-01	0.2782	0.7496955	2.09e-01	64.36	LOC105371131	uncharacterized LOC105371131
9063	5.46e-01	4.53e-01	0.1203	-0.7495984	-9.02e-02	912.22	PIAS2	protein inhibitor of activated STAT 2
1427	5.46e-01	4.54e-01	0.2783	0.7495215	2.09e-01	110.88	CRYGS	crystallin gamma S
106660612	5.47e-01	4.54e-01	0.1848	-0.749362	-1.38e-01	315.69	LINC00680	long intergenic non-protein coding RNA 680
2821	5.47e-01	4.54e-01	0.0933	-0.7491293	-6.99e-02	9335.18	GPI	glucose-6-phosphate isomerase
8675	5.47e-01	4.54e-01	0.1289	0.7489766	9.65e-02	3034.36	STX16	syntaxin 16
4881	5.47e-01	4.54e-01	0.5212	0.748521	3.90e-01	2105.8	NPR1	natriuretic peptide receptor 1
101927402	5.47e-01	4.54e-01	0.44	-0.7484849	-3.29e-01	30.42	AFTPH-DT	AFTPH divergent transcript
91748	5.47e-01	4.54e-01	0.1404	0.7484996	1.05e-01	2259.34	MIDEAS	mitotic deacetylase associated SANT domain protein
79140	5.47e-01	4.55e-01	0.1884	-0.7478438	-1.41e-01	268.02	CCDC28B	coiled-coil domain containing 28B
9441	5.48e-01	4.55e-01	0.0818	-0.7476755	-6.12e-02	446.51	MED26	mediator complex subunit 26
55192	5.48e-01	4.55e-01	0.1435	0.7475252	1.07e-01	952.07	DNAJC17	DnaJ heat shock protein family (Hsp40) member C17
494336	5.48e-01	4.55e-01	0.585	0.7475114	4.37e-01	19.21	MIR424	microRNA 424
2784	5.48e-01	4.55e-01	0.3526	-0.7474475	-2.64e-01	142.88	GNB3	G protein subunit beta 3
9076	5.48e-01	4.55e-01	0.4212	-0.7473744	-3.15e-01	1257.14	CLDN1	claudin 1
10898	5.48e-01	4.55e-01	0.0991	0.7472849	7.40e-02	959.77	CPSF4	cleavage and polyadenylation specific factor 4
27173	5.48e-01	4.55e-01	0.1464	-0.7469184	-1.09e-01	5911.82	SLC39A1	solute carrier family 39 member 1
2957	5.48e-01	4.55e-01	0.1095	-0.7468638	-8.18e-02	2202.37	GTF2A1	general transcription factor IIA subunit 1
255783	5.48e-01	4.55e-01	0.2591	0.7468956	1.94e-01	679.34	INAFM1	InaF motif containing 1
107984019	5.48e-01	4.55e-01	0.4618	0.7464904	3.45e-01	9.62	LOC107984019	uncharacterized LOC107984019
23376	5.48e-01	4.56e-01	0.0942	0.7459139	7.03e-02	3187.15	UFL1	UFM1 specific ligase 1
54784	5.49e-01	4.56e-01	0.2153	0.7455559	1.61e-01	436.21	ALKBH4	alkB homolog 4, lysine demethylase
81566	5.49e-01	4.56e-01	0.1158	0.7455827	8.63e-02	1754.12	CSRNP2	cysteine and serine rich nuclear protein 2
728577	5.49e-01	4.56e-01	0.4375	0.7454238	3.26e-01	101.26	CNTNAP3B	contactin associated protein family member 3B
89801	5.49e-01	4.56e-01	0.1668	-0.7453738	-1.24e-01	397.73	PPP1R3F	protein phosphatase 1 regulatory subunit 3F
105378975	5.49e-01	4.56e-01	0.5361	-0.7449357	-3.99e-01	11.6	LOC105378975	
100508120	5.49e-01	4.56e-01	0.1745	-0.7450166	-1.30e-01	135.1	GMDS-DT	GMDS divergent transcript
60686	5.49e-01	4.56e-01	0.1689	-0.7448827	-1.26e-01	454.9	C14orf93	chromosome 14 open reading frame 93
60677	5.49e-01	4.56e-01	0.2755	0.7449104	2.05e-01	434.07	CELF6	CUGBP Elav-like family member 6
150291	5.49e-01	4.56e-01	0.1695	-0.7449815	-1.26e-01	67.77	MORC2-AS1	MORC2 antisense RNA 1
100505874	5.49e-01	4.56e-01	1.0324	-0.7446292	-7.69e-01	79.06	LOC100505874	uncharacterized LOC100505874
2707	5.49e-01	4.57e-01	0.7807	0.7444272	5.81e-01	28.29	GJB3	gap junction protein beta 3
124602	5.49e-01	4.57e-01	0.4169	0.7443263	3.10e-01	122.76	KIF19	kinesin family member 19
54466	5.50e-01	4.57e-01	0.2202	0.7435442	1.64e-01	67.81	SPIN2A	spindlin family member 2A
4694	5.50e-01	4.57e-01	0.2066	0.7434406	1.54e-01	1581.37	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1
112268064	5.50e-01	4.57e-01	0.3014	-0.7432261	-2.24e-01	19.78	LOC112268064	uncharacterized LOC112268064
54664	5.50e-01	4.57e-01	0.1174	0.7431087	8.73e-02	3747.8	TMEM106B	transmembrane protein 106B
64927	5.50e-01	4.57e-01	0.1339	-0.7431126	-9.95e-02	1114.99	TTC23	tetratricopeptide repeat domain 23
10077	5.50e-01	4.58e-01	0.3995	-0.7428479	-2.97e-01	178.17	TSPAN32	tetraspanin 32
105378824	5.50e-01	4.58e-01	0.3954	0.7426043	2.94e-01	13.74	LINC02795	long intergenic non-protein coding RNA 2795
51510	5.50e-01	4.58e-01	0.1326	0.7425243	9.85e-02	3666.88	CHMP5	charged multivesicular body protein 5
105375213	5.50e-01	4.58e-01	0.3876	-0.742438	-2.88e-01	130.6	LOC105375213	
51552	5.50e-01	4.58e-01	0.1119	0.7423688	8.31e-02	4353.56	RAB14	RAB14, member RAS oncogene family
9322	5.50e-01	4.58e-01	0.151	-0.7422398	-1.12e-01	4335.84	TRIP10	thyroid hormone receptor interactor 10
2196	5.50e-01	4.58e-01	0.4207	0.742125	3.12e-01	108.89	FAT2	FAT atypical cadherin 2
1136	5.51e-01	4.58e-01	0.6688	0.7413208	4.96e-01	37.48	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit
4552	5.51e-01	4.59e-01	0.1374	0.7412462	1.02e-01	1631.79	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
81624	5.52e-01	4.59e-01	0.6256	0.7403258	4.63e-01	333.09	DIAPH3	diaphanous related formin 3
146664	5.52e-01	4.59e-01	0.3071	0.7403104	2.27e-01	22.66	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B
105	5.52e-01	4.59e-01	0.7415	-0.7402639	-5.49e-01	24.59	ADARB2	adenosine deaminase RNA specific B2 (inactive)
55693	5.52e-01	4.59e-01	0.2791	-0.7400058	-2.07e-01	53.14	KDM4D	lysine demethylase 4D
3553	5.52e-01	4.59e-01	0.8716	-0.739701	-6.45e-01	281.52	IL1B	interleukin 1 beta
7026	5.52e-01	4.60e-01	0.2486	-0.7395806	-1.84e-01	10533.12	NR2F2	nuclear receptor subfamily 2 group F member 2
28627	5.52e-01	4.60e-01	0.5632	0.7394636	4.16e-01	25.11	TRBJ2-2P	T cell receptor beta joining 2-2P (non-functional)
738	5.52e-01	4.60e-01	0.1721	-0.7390067	-1.27e-01	5076.37	VPS51	VPS51 subunit of GARP complex
6710	5.52e-01	4.60e-01	0.2458	0.73898	1.82e-01	369.02	SPTB	spectrin beta, erythrocytic
83746	5.52e-01	4.60e-01	0.0798	-0.7389952	-5.90e-02	1165.39	L3MBTL2	L3MBTL histone methyl-lysine binding protein 2
2584	5.52e-01	4.60e-01	0.1393	0.7388939	1.03e-01	886.65	GALK1	galactokinase 1
100302258	5.53e-01	4.60e-01	0.2554	0.738738	1.89e-01	53.65	MIR1469	microRNA 1469
348174	5.53e-01	4.61e-01	0.3142	-0.7377566	-2.32e-01	60.42	CLEC18A	C-type lectin domain family 18 member A
10946	5.53e-01	4.61e-01	0.066	0.7376215	4.87e-02	2909.94	SF3A3	splicing factor 3a subunit 3
57605	5.53e-01	4.61e-01	0.2217	0.7376305	1.64e-01	1253.55	PITPNM2	phosphatidylinositol transfer protein membrane associated 2
107985152	5.53e-01	4.61e-01	0.1883	0.737458	1.39e-01	63.11	LOC107985152	uncharacterized LOC107985152
107986587	5.53e-01	4.61e-01	0.2248	0.7373821	1.66e-01	19.23	ABCF1-DT	ABCF1 divergent transcript
101929609	5.53e-01	4.61e-01	0.1416	0.7371613	1.04e-01	221.3	LOC101929609	uncharacterized LOC101929609
92370	5.54e-01	4.61e-01	0.3058	0.7370099	2.25e-01	986.91	PXYLP1	2-phosphoxylose phosphatase 1
129530	5.54e-01	4.61e-01	0.2966	0.7365479	2.18e-01	51.62	LYG1	lysozyme g1
112268058	5.54e-01	4.61e-01	0.1808	0.7364274	1.33e-01	63.23	LOC112268058	
10482	5.54e-01	4.62e-01	0.1296	0.7360301	9.54e-02	5559.76	NXF1	nuclear RNA export factor 1
1591	5.54e-01	4.62e-01	0.9218	0.735651	6.78e-01	131.91	CYP24A1	cytochrome P450 family 24 subfamily A member 1
54752	5.55e-01	4.62e-01	0.2698	0.7352281	1.98e-01	28.11	FNDC8	fibronectin type III domain containing 8
100616477	5.55e-01	4.62e-01	0.3754	0.7351518	2.76e-01	16.74	MIR4442	microRNA 4442
101928323	5.55e-01	4.62e-01	0.2708	-0.7350751	-1.99e-01	45.32	ZBTB47-AS1	ZBTB47 and NKTR antisense RNA 1
57470	5.55e-01	4.62e-01	0.0737	0.7347852	5.41e-02	1916.15	LRRC47	leucine rich repeat containing 47
51255	5.55e-01	4.63e-01	0.1329	0.7345679	9.76e-02	2188.52	RNF181	ring finger protein 181
692085	5.55e-01	4.63e-01	0.4125	0.7340209	3.03e-01	23.77	SNORD45C	small nucleolar RNA, C/D box 45C
102606465	5.55e-01	4.63e-01	0.2867	-0.7340039	-2.10e-01	153.93	DPH5-DT	DPH5 divergent transcript
284802	5.55e-01	4.63e-01	0.57	-0.7338702	-4.18e-01	329.55	FRG1BP	FSHD region gene 1 family member B, pseudogene
112268140	5.56e-01	4.63e-01	0.1758	0.733398	1.29e-01	80.87	LOC112268140	loricrin-like
401577	5.56e-01	4.64e-01	0.3261	-0.7330745	-2.39e-01	195.24	CD99P1	CD99 molecule pseudogene 1
100499484	5.56e-01	4.64e-01	0.2515	-0.7329743	-1.84e-01	89.33	SUGT1P4-STRA6LP	SUGT1P4-STRA6LP readthrough
729082	5.56e-01	4.64e-01	0.107	-0.7325917	-7.84e-02	5129.27	OIP5-AS1	OIP5 antisense RNA 1
65990	5.57e-01	4.64e-01	0.1383	-0.7320692	-1.01e-01	188.05	ANTKMT	adenine nucleotide translocase lysine methyltransferase
105377056	5.57e-01	4.64e-01	0.5787	0.7314782	4.23e-01	11.09	LOC105377056	uncharacterized LOC105377056
8443	5.57e-01	4.65e-01	0.0768	-0.7313463	-5.62e-02	1696.24	GNPAT	glyceronephosphate O-acyltransferase
55897	5.57e-01	4.65e-01	0.3257	-0.7313008	-2.38e-01	13.73	MESP1	mesoderm posterior bHLH transcription factor 1
105377633	5.57e-01	4.65e-01	0.2878	0.73104	2.10e-01	32.95	USP34-DT	USP34 divergent transcript
54944	5.58e-01	4.65e-01	0.2716	-0.7306363	-1.98e-01	159.05	LINC01521	long intergenic non-protein coding RNA 1521
5537	5.58e-01	4.65e-01	0.1027	-0.7305477	-7.50e-02	2037.18	PPP6C	protein phosphatase 6 catalytic subunit
55861	5.58e-01	4.65e-01	0.3437	-0.7303787	-2.51e-01	850.26	DBNDD2	dysbindin domain containing 2
29934	5.58e-01	4.65e-01	0.086	-0.730345	-6.28e-02	2378.73	SNX12	sorting nexin 12
170691	5.58e-01	4.65e-01	0.3375	-0.7302918	-2.46e-01	302.96	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17
100189146	5.58e-01	4.65e-01	0.3741	-0.7302414	-2.73e-01	12.99	TRC-GCA16-1	tRNA-Cys (anticodon GCA) 16-1
284391	5.58e-01	4.65e-01	0.1923	0.7301123	1.40e-01	884.29	ZNF844	zinc finger protein 844
64131	5.58e-01	4.65e-01	0.3396	0.7298872	2.48e-01	1666.46	XYLT1	xylosyltransferase 1
619279	5.58e-01	4.66e-01	0.3825	0.7297193	2.79e-01	4052.82	ZNF704	zinc finger protein 704
101927550	5.58e-01	4.66e-01	0.1496	0.7296479	1.09e-01	347.95	LOC101927550	uncharacterized LOC101927550
112268079	5.58e-01	4.66e-01	0.4761	-0.7296002	-3.47e-01	8.87	LOC112268079	uncharacterized LOC112268079
27005	5.58e-01	4.66e-01	0.1036	0.7293951	7.56e-02	1321.82	USP21	ubiquitin specific peptidase 21
493860	5.58e-01	4.66e-01	0.1656	-0.7289013	-1.21e-01	1133.07	CCDC73	coiled-coil domain containing 73
388324	5.58e-01	4.66e-01	0.1953	0.728938	1.42e-01	126.06	INCA1	inhibitor of CDK, cyclin A1 interacting protein 1
3104	5.58e-01	4.66e-01	0.1028	0.7286564	7.49e-02	751.06	ZBTB48	zinc finger and BTB domain containing 48
100129269	5.58e-01	4.66e-01	0.3023	0.728706	2.20e-01	42	LINC01160	long intergenic non-protein coding RNA 1160
128553	5.58e-01	4.66e-01	0.3126	-0.7286602	-2.28e-01	2454.31	TSHZ2	teashirt zinc finger homeobox 2
10949	5.59e-01	4.66e-01	0.1315	0.7285073	9.58e-02	8344.9	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0
107985231	5.59e-01	4.66e-01	0.3455	0.7284601	2.52e-01	16.17	LOC107985231	uncharacterized LOC107985231
283870	5.59e-01	4.66e-01	0.1782	0.7281904	1.30e-01	191.32	BRICD5	BRICHOS domain containing 5
4925	5.59e-01	4.67e-01	0.2062	0.727669	1.50e-01	3617.94	NUCB2	nucleobindin 2
321	5.59e-01	4.67e-01	0.2198	-0.7276714	-1.60e-01	1101.43	APBA2	amyloid beta precursor protein binding family A member 2
5824	5.59e-01	4.67e-01	0.1287	-0.7275519	-9.36e-02	2721.43	PEX19	peroxisomal biogenesis factor 19
57464	5.59e-01	4.67e-01	0.3703	-0.7272818	-2.69e-01	110.49	STRIP2	striatin interacting protein 2
642559	5.59e-01	4.67e-01	0.377	0.7272846	2.74e-01	18.54	POU5F1P3	POU class 5 homeobox 1 pseudogene 3
440087	5.59e-01	4.67e-01	0.3896	-0.7271426	-2.83e-01	9.71	SMCO3	single-pass membrane protein with coiled-coil domains 3
105372798	5.59e-01	4.67e-01	0.3004	0.7271608	2.18e-01	19.09	LOC105372798	uncharacterized LOC105372798
4899	5.59e-01	4.67e-01	0.1038	-0.7270975	-7.55e-02	750.28	NRF1	nuclear respiratory factor 1
286343	5.59e-01	4.67e-01	0.4948	0.7269647	3.60e-01	600.72	LURAP1L	leucine rich adaptor protein 1 like
255231	5.59e-01	4.67e-01	0.5068	-0.7266778	-3.68e-01	176.51	MCOLN2	mucolipin TRP cation channel 2
221756	5.59e-01	4.67e-01	0.6187	-0.7266658	-4.50e-01	79.74	SERPINB9P1	serpin family B member 9 pseudogene 1
23406	5.59e-01	4.67e-01	0.4417	0.7266368	3.21e-01	6567.92	COTL1	coactosin like F-actin binding protein 1
100652853	5.59e-01	4.68e-01	0.1574	-0.7265371	-1.14e-01	118.64	LINC01023	long intergenic non-protein coding RNA 1023
5188	5.60e-01	4.68e-01	0.0966	0.7264214	7.02e-02	637.77	GATB	glutamyl-tRNA amidotransferase subunit B
100500905	5.60e-01	4.68e-01	0.2539	0.7263531	1.84e-01	340.6	MIR3661	microRNA 3661
401548	5.60e-01	4.68e-01	0.3447	-0.7262856	-2.50e-01	2153.32	SNX30	sorting nexin family member 30
161497	5.60e-01	4.68e-01	0.38	0.7261557	2.76e-01	11.53	STRC	stereocilin
847	5.60e-01	4.68e-01	0.1175	0.7258951	8.53e-02	4184.91	CAT	catalase
105372793	5.60e-01	4.68e-01	0.3107	0.7255597	2.25e-01	38.26	LOC105372793	uncharacterized LOC105372793
10397	5.60e-01	4.68e-01	0.2908	0.7251961	2.11e-01	15117.51	NDRG1	N-myc downstream regulated 1
201292	5.61e-01	4.69e-01	0.1567	-0.724633	-1.14e-01	1304.07	TRIM65	tripartite motif containing 65
220965	5.61e-01	4.69e-01	0.3322	0.7240671	2.41e-01	1022.44	FAM13C	family with sequence similarity 13 member C
56937	5.61e-01	4.69e-01	0.4502	-0.7240742	-3.26e-01	5096.53	PMEPA1	prostate transmembrane protein, androgen induced 1
10039	5.61e-01	4.69e-01	0.1307	-0.7238446	-9.46e-02	731.51	PARP3	poly(ADP-ribose) polymerase family member 3
2526	5.61e-01	4.69e-01	0.1994	-0.7237358	-1.44e-01	515.11	FUT4	fucosyltransferase 4
8555	5.61e-01	4.69e-01	0.2514	0.7236482	1.82e-01	1054.24	CDC14B	cell division cycle 14B
100128537	5.61e-01	4.70e-01	0.4258	-0.7231966	-3.08e-01	148.09	MIR29B2CHG	MIR29B2 and MIR29C host gene
100874278	5.62e-01	4.70e-01	0.2966	0.7230975	2.14e-01	56.48	ERI3-IT1	ERI3 intronic transcript 1
340037	5.62e-01	4.70e-01	0.494	0.7229664	3.57e-01	15.59	PRR7-AS1	PRR7 antisense RNA 1
55082	5.62e-01	4.70e-01	0.1829	0.72281	1.32e-01	8831.68	ARGLU1	arginine and glutamate rich 1
7850	5.62e-01	4.70e-01	0.4608	-0.7223265	-3.33e-01	180.46	IL1R2	interleukin 1 receptor type 2
6882	5.62e-01	4.70e-01	0.0786	0.7223673	5.68e-02	1362.2	TAF11	TATA-box binding protein associated factor 11
