ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
A_23_P113417	7.34e-01	6.30e-01	-0.486	-6.1605574	-0.176423	FAAP100	Fanconi anemia core complex associated protein 100
A_23_P144872	7.34e-01	6.30e-01	0.485993	-6.1605605	0.194202	GM2A	GM2 ganglioside activator
A_23_P170733	7.34e-01	6.30e-01	-0.48594	-6.1605858	-0.2287184	ANTXR2	anthrax toxin receptor 2
A_24_P283928	7.34e-01	6.30e-01	0.485829	-6.1606391	0.2572074	NABP2	nucleic acid binding protein 2
A_24_P935492	7.34e-01	6.30e-01	-0.485777	-6.1606639	-0.3771901		
A_24_P911504	7.34e-01	6.30e-01	-0.485763	-6.1606707	-0.3997412		
A_24_P931903	7.34e-01	6.30e-01	-0.485642	-6.1607282	-0.4132168		
A_32_P75094	7.34e-01	6.30e-01	0.485415	-6.1608371	0.1754576	AIFM2	apoptosis inducing factor, mitochondria associated 2
A_23_P51729	7.34e-01	6.30e-01	-0.485364	-6.1608614	-0.1371731	GJC2	gap junction protein gamma 2
A_24_P120934	7.34e-01	6.30e-01	-0.485329	-6.1608779	-0.1406163	GADD45G	growth arrest and DNA damage inducible gamma
A_24_P13001	7.34e-01	6.30e-01	-0.485325	-6.16088	-0.4340404	SORCS3	sortilin related VPS10 domain containing receptor 3
A_32_P129269	7.34e-01	6.30e-01	0.485289	-6.160897	0.1717487	PLEKHG4B	pleckstrin homology and RhoGEF domain containing G4B
A_24_P589427	7.34e-01	6.30e-01	-0.485124	-6.1609758	-0.3720181		
A_32_P780862	7.34e-01	6.30e-01	-0.485101	-6.1609869	-0.3204959	BMP8B	bone morphogenetic protein 8b
A_23_P159406	7.34e-01	6.30e-01	0.484976	-6.1610464	0.3228207	SPRR1B	small proline rich protein 1B
A_24_P647163	7.34e-01	6.31e-01	-0.484772	-6.161144	-0.1474075	LOC100506100	uncharacterized LOC100506100
A_24_P398972	7.35e-01	6.31e-01	0.484611	-6.1612206	0.1372836	COQ7	coenzyme Q7, hydroxylase
A_32_P42054	7.35e-01	6.31e-01	0.484596	-6.1612279	0.1614028	DND1	DND microRNA-mediated repression inhibitor 1
A_23_P394917	7.35e-01	6.31e-01	-0.484326	-6.1613568	-0.3584595	SRCAP	Snf2-related CREBBP activator protein
A_24_P333341	7.35e-01	6.31e-01	0.484248	-6.1613939	0.2141126		
A_23_P90014	7.35e-01	6.31e-01	0.484185	-6.1614238	0.1726391	GPR108	G protein-coupled receptor 108
A_24_P341897	7.35e-01	6.31e-01	-0.484163	-6.1614344	-0.1892822	ACVR1B	activin A receptor type 1B
A_24_P922793	7.35e-01	6.31e-01	-0.484088	-6.1614701	-0.3896517	TBL1XR1	transducin (beta)-like 1 X-linked receptor 1
A_24_P923684	7.35e-01	6.31e-01	-0.483991	-6.1615166	-0.1962085	SIRT3	sirtuin 3
A_24_P97405	7.35e-01	6.31e-01	-0.483941	-6.16154	-0.3192965	CCRL2	C-C motif chemokine receptor like 2
A_24_P941572	7.35e-01	6.31e-01	-0.483841	-6.161588	-0.1632703	FAM114A1	family with sequence similarity 114 member A1
A_23_P69573	7.35e-01	6.31e-01	0.483834	-6.1615914	0.1650227	GUCY1A3	guanylate cyclase 1 soluble subunit alpha
A_23_P123488	7.35e-01	6.31e-01	-0.483526	-6.1617379	-0.441869	PRDM14	PR/SET domain 14
(+)eQC-39	7.35e-01	6.32e-01	-0.48345	-6.1617741	-0.3720397		
A_23_P28450	7.35e-01	6.32e-01	0.483253	-6.1618677	0.2165744	POLR1A	RNA polymerase I subunit A
A_32_P143057	7.35e-01	6.32e-01	-0.483158	-6.1619127	-0.3571212		
A_32_P222684	7.35e-01	6.32e-01	-0.483102	-6.1619397	-0.1578866	PRDM6	PR/SET domain 6
A_32_P131090	7.35e-01	6.32e-01	-0.483047	-6.1619658	-0.2411889		
A_24_P479682	7.36e-01	6.32e-01	-0.482786	-6.1620895	-0.4112926		
A_23_P147479	7.36e-01	6.32e-01	-0.482781	-6.162092	-0.404476	DNAJC6	DnaJ heat shock protein family (Hsp40) member C6
A_23_P202978	7.36e-01	6.32e-01	0.482646	-6.1621561	0.1680256	CASP1	caspase 1
A_32_P204126	7.36e-01	6.32e-01	-0.482588	-6.1621839	-0.4453293		
A_23_P2922	7.36e-01	6.32e-01	0.482238	-6.16235	0.1517937	MBIP	MAP3K12 binding inhibitory protein 1
A_24_P936155	7.36e-01	6.33e-01	-0.48193	-6.1624962	-0.3587512		
A_24_P362737	7.36e-01	6.33e-01	-0.481839	-6.1625396	-0.15728	FOXP1	forkhead box P1
A_23_P169154	7.36e-01	6.33e-01	0.481715	-6.1625981	0.1519892	ERMP1	endoplasmic reticulum metallopeptidase 1
A_23_P342709	7.36e-01	6.33e-01	0.481508	-6.1626962	0.1549742	FBXO15	F-box protein 15
A_24_P245815	7.36e-01	6.33e-01	-0.48147	-6.1627146	-0.1904812	ASPHD2	aspartate beta-hydroxylase domain containing 2
A_24_P923984	7.37e-01	6.33e-01	-0.481409	-6.1627431	-0.3283958	SGO1	shugoshin 1
A_23_P258734	7.37e-01	6.33e-01	-0.481382	-6.1627562	-0.3816506		
A_24_P917449	7.37e-01	6.33e-01	0.481297	-6.1627962	0.444169	HNRNPUL2	heterogeneous nuclear ribonucleoprotein U like 2
A_23_P398947	7.37e-01	6.33e-01	0.481139	-6.1628714	0.377661	SYT6	synaptotagmin 6
A_24_P176131	7.37e-01	6.33e-01	-0.480995	-6.1629392	-0.1633009	WDFY2	WD repeat and FYVE domain containing 2
A_32_P219377	7.37e-01	6.33e-01	0.480984	-6.1629444	0.1945047		
A_23_P101737	7.37e-01	6.33e-01	-0.480973	-6.1629497	-0.220203	DOT1L	DOT1 like histone lysine methyltransferase
A_32_P79504	7.37e-01	6.33e-01	-0.480967	-6.1629527	-0.3320476	FANCM	Fanconi anemia complementation group M
A_24_P64071	7.37e-01	6.33e-01	0.480933	-6.1629687	0.2979909	ZBTB10	zinc finger and BTB domain containing 10
A_23_P253350	7.37e-01	6.33e-01	-0.480923	-6.1629734	-0.2103878	C8orf4	chromosome 8 open reading frame 4
A_23_P205101	7.37e-01	6.33e-01	-0.480914	-6.1629777	-0.1452016	PROSER1	proline and serine rich 1
A_24_P450285	7.37e-01	6.33e-01	0.480908	-6.1629805	0.1637046	CCDC153	coiled-coil domain containing 153
A_32_P10683	7.37e-01	6.33e-01	0.48086	-6.1630032	0.3230238		
A_24_P205427	7.37e-01	6.33e-01	0.480779	-6.1630417	0.343891		
A_23_P143643	7.37e-01	6.34e-01	-0.480464	-6.1631908	-0.1231834	ASCC2	activating signal cointegrator 1 complex subunit 2
A_24_P195092	7.37e-01	6.34e-01	-0.480463	-6.1631909	-0.3798742	SOHLH1	spermatogenesis and oogenesis specific basic helix-loop-helix 1
A_24_P264413	7.37e-01	6.34e-01	-0.480461	-6.1631919	-0.2912463		
A_32_P123743	7.37e-01	6.34e-01	0.480338	-6.1632504	0.2660406	KCNQ1OT1	KCNQ1 opposite strand/antisense transcript 1 (non-protein coding)
A_24_P379233	7.37e-01	6.34e-01	-0.480275	-6.1632802	-0.3764497	GJB3	gap junction protein beta 3
A_23_P97853	7.37e-01	6.34e-01	0.480235	-6.1632987	0.1858816	TMEM254	transmembrane protein 254
A_24_P160466	7.37e-01	6.34e-01	-0.480127	-6.1633502	-0.1878265	GPRIN1	G protein regulated inducer of neurite outgrowth 1
A_23_P86489	7.37e-01	6.34e-01	-0.479946	-6.1634357	-0.4553542	LBX1	ladybird homeobox 1
A_32_P104000	7.37e-01	6.34e-01	0.479903	-6.1634556	0.1380994	DCUN1D3	defective in cullin neddylation 1 domain containing 3
A_23_P58588	7.37e-01	6.34e-01	0.47979	-6.1635092	0.2157252	SLIT3	slit guidance ligand 3
A_23_P215208	7.37e-01	6.34e-01	0.479683	-6.1635597	0.1815122	FIGNL1	fidgetin like 1
A_32_P160398	7.37e-01	6.34e-01	-0.479673	-6.1635644	-0.358601		
A_23_P155700	7.38e-01	6.34e-01	0.479439	-6.163675	0.2400444	GAK	cyclin G associated kinase
A_23_P361820	7.38e-01	6.34e-01	0.479437	-6.1636761	0.1643939	ATG2A	autophagy related 2A
A_24_P20506	7.38e-01	6.34e-01	-0.479369	-6.163708	-0.2927319	CRMP1	collapsin response mediator protein 1
A_23_P86037	7.38e-01	6.34e-01	0.479261	-6.1637588	0.2419957	UBE2Q1	ubiquitin conjugating enzyme E2 Q1
A_23_P250196	7.38e-01	6.34e-01	0.479237	-6.1637702	0.1347282	MTDH	metadherin
A_23_P257164	7.38e-01	6.35e-01	-0.479116	-6.1638272	-0.1415806	AMT	aminomethyltransferase
A_23_P398491	7.38e-01	6.35e-01	-0.479101	-6.1638343	-0.2237063	MRPL42P5	mitochondrial ribosomal protein L42 pseudogene 5
A_24_P196867	7.38e-01	6.35e-01	-0.479034	-6.1638659	-0.374183		
A_32_P151807	7.38e-01	6.35e-01	-0.479033	-6.1638664	-0.3241883		
A_23_P27493	7.38e-01	6.35e-01	-0.478971	-6.1638956	-0.3309256	PPAN	peter pan homolog (Drosophila)
A_23_P112602	7.38e-01	6.35e-01	0.478878	-6.1639395	0.1521243	TRIM62	tripartite motif containing 62
A_23_P371835	7.38e-01	6.35e-01	0.478845	-6.1639554	0.2773418	GATA5	GATA binding protein 5
A_23_P137731	7.38e-01	6.35e-01	0.47884	-6.1639576	0.1376594	CDC73	cell division cycle 73
A_23_P211064	7.38e-01	6.35e-01	-0.478685	-6.1640306	-0.305827	PAXBP1	PAX3 and PAX7 binding protein 1
A_23_P363316	7.38e-01	6.35e-01	-0.478463	-6.1641353	-0.1703518	HOXB5	homeobox B5
A_23_P120644	7.38e-01	6.35e-01	0.478407	-6.1641614	0.2243837		
A_23_P52451	7.38e-01	6.35e-01	-0.478381	-6.1641738	-0.3050524	HKDC1	hexokinase domain containing 1
A_23_P152992	7.38e-01	6.35e-01	0.47838	-6.1641743	0.2081572	TMC8	transmembrane channel like 8
A_23_P170467	7.38e-01	6.35e-01	0.478332	-6.1641968	0.1228824	USP3	ubiquitin specific peptidase 3
A_23_P257131	7.38e-01	6.35e-01	0.47829	-6.1642166	0.1569658	PEX13	peroxisomal biogenesis factor 13
A_24_P213856	7.38e-01	6.35e-01	-0.478274	-6.1642243	-0.3669651	MBTPS2	membrane bound transcription factor peptidase, site 2
A_32_P136269	7.38e-01	6.35e-01	0.478257	-6.164232	0.2219823	NSUN7	NOP2/Sun RNA methyltransferase family member 7
A_23_P333951	7.38e-01	6.35e-01	-0.478252	-6.1642347	-0.1526255	DNAH14	dynein axonemal heavy chain 14
A_32_P101860	7.38e-01	6.35e-01	0.478119	-6.1642973	0.1714501		
A_24_P924316	7.38e-01	6.35e-01	-0.478081	-6.1643152	-0.3565999		
A_24_P326660	7.38e-01	6.36e-01	0.477712	-6.1644885	0.2172667	MCAM	melanoma cell adhesion molecule
A_32_P68659	7.39e-01	6.36e-01	-0.477547	-6.1645661	-0.3657505		
A_23_P202275	7.39e-01	6.36e-01	-0.477495	-6.1645905	-0.282657	PRAP1	proline rich acidic protein 1
A_23_P89543	7.39e-01	6.36e-01	0.477339	-6.1646639	0.1683573	KIAA0753	KIAA0753
A_23_P79043	7.39e-01	6.36e-01	0.477184	-6.1647367	0.2533749	TMEM147	transmembrane protein 147
A_24_P288836	7.39e-01	6.36e-01	0.476938	-6.1648522	0.1931648	HLA-DPB2	major histocompatibility complex, class II, DP beta 2 (pseudogene)
A_23_P310956	7.39e-01	6.36e-01	0.476783	-6.1649253	0.2145815	COL6A2	collagen type VI alpha 2 chain
A_24_P902042	7.39e-01	6.36e-01	-0.476754	-6.164939	-0.3935126	LOC101928651	uncharacterized LOC101928651
A_24_P58054	7.39e-01	6.36e-01	0.47675	-6.1649408	0.1730819	SLC9A8	solute carrier family 9 member A8
A_32_P429872	7.39e-01	6.36e-01	-0.476736	-6.164947	-0.1725659	IER3IP1	immediate early response 3 interacting protein 1
A_23_P402134	7.39e-01	6.36e-01	0.476726	-6.1649517	0.2423748	ZNF280B	zinc finger protein 280B
A_23_P15621	7.39e-01	6.36e-01	-0.476691	-6.1649683	-0.3063366	PRAC1	prostate cancer susceptibility candidate 1
A_23_P76515	7.39e-01	6.36e-01	-0.476543	-6.165038	-0.1521999	CERS5	ceramide synthase 5
A_32_P138833	7.39e-01	6.36e-01	-0.476441	-6.1650859	-0.3579813	KIAA0825	KIAA0825
A_24_P471012	7.39e-01	6.36e-01	-0.476417	-6.1650967	-0.3752778		
A_23_P503200	7.39e-01	6.37e-01	0.476346	-6.1651302	0.1844533	PHF10	PHD finger protein 10
A_32_P2442	7.39e-01	6.37e-01	-0.476317	-6.1651439	-0.2929092	CYP20A1	cytochrome P450 family 20 subfamily A member 1
A_32_P157465	7.39e-01	6.37e-01	0.476295	-6.1651539	0.2397025	ZBTB20	zinc finger and BTB domain containing 20
A_23_P415622	7.39e-01	6.37e-01	0.476073	-6.1652583	0.1972177	EPM2AIP1	EPM2A interacting protein 1
A_23_P368729	7.39e-01	6.37e-01	-0.475933	-6.1653238	-0.1143171	TFEB	transcription factor EB
A_23_P104451	7.40e-01	6.37e-01	0.475591	-6.165484	0.2248611	DDX50	DEAD-box helicase 50
A_23_P349966	7.40e-01	6.37e-01	-0.475571	-6.1654934	-0.2920915	TMEM130	transmembrane protein 130
A_23_P144274	7.40e-01	6.37e-01	0.475564	-6.1654968	0.3455386	JAKMIP1	janus kinase and microtubule interacting protein 1
A_23_P106720	7.40e-01	6.37e-01	-0.475377	-6.1655841	-0.2058331	TBL3	transducin beta like 3
A_24_P45980	7.40e-01	6.37e-01	-0.47537	-6.1655876	-0.4374226	DLX2	distal-less homeobox 2
A_24_P287272	7.40e-01	6.37e-01	-0.475279	-6.1656302	-0.162423	NBPF1	neuroblastoma breakpoint family member 1
A_32_P167459	7.40e-01	6.37e-01	-0.475123	-6.1657029	-0.2175622		
A_23_P27247	7.40e-01	6.38e-01	-0.47489	-6.1658119	-0.2752786	MED13	mediator complex subunit 13
A_32_P64832	7.40e-01	6.38e-01	0.474823	-6.1658433	0.2809553		
A_24_P363023	7.40e-01	6.38e-01	0.474626	-6.1659354	0.2283062	AP1AR	adaptor related protein complex 1 associated regulatory protein
A_24_P110062	7.40e-01	6.38e-01	-0.474512	-6.1659889	-0.3158478	PTPMT1	protein tyrosine phosphatase, mitochondrial 1
A_24_P235783	7.40e-01	6.38e-01	-0.474492	-6.1659982	-0.3367873	SF1	splicing factor 1
A_23_P169039	7.40e-01	6.38e-01	-0.474488	-6.166	-0.1411404	SNAI2	snail family transcriptional repressor 2
A_32_P63630	7.40e-01	6.38e-01	-0.474423	-6.1660301	-0.3781541		
A_23_P380208	7.40e-01	6.38e-01	-0.474232	-6.1661196	-0.2530689	VEPH1	ventricular zone expressed PH domain containing 1
A_24_P404822	7.41e-01	6.38e-01	0.474143	-6.166161	0.1689222	APLN	apelin
A_24_P921366	7.41e-01	6.38e-01	0.474079	-6.1661907	0.2426013	CALD1	caldesmon 1
A_24_P944444	7.41e-01	6.38e-01	0.473944	-6.1662541	0.2538217	MAPKBP1	mitogen-activated protein kinase binding protein 1
A_24_P314688	7.41e-01	6.38e-01	0.47391	-6.1662696	0.2706146	USP40	ubiquitin specific peptidase 40
A_24_P237583	7.41e-01	6.38e-01	-0.473896	-6.1662765	-0.3353659	WFDC8	WAP four-disulfide core domain 8
A_24_P538328	7.41e-01	6.38e-01	-0.473854	-6.1662959	-0.3820721		
A_23_P306941	7.41e-01	6.38e-01	-0.47381	-6.1663163	-0.2223332	RGL4	ral guanine nucleotide dissociation stimulator like 4
A_24_P410859	7.41e-01	6.38e-01	-0.473664	-6.1663844	-0.1548445	PMS2	PMS1 homolog 2, mismatch repair system component
A_23_P109133	7.41e-01	6.38e-01	0.473661	-6.166386	0.3125871	AVP	arginine vasopressin
A_24_P173754	7.41e-01	6.38e-01	0.473637	-6.1663973	0.1845724	C1orf21	chromosome 1 open reading frame 21
A_23_P63668	7.41e-01	6.38e-01	-0.473608	-6.1664106	-0.1410011	IFIT5	interferon induced protein with tetratricopeptide repeats 5
A_23_P502641	7.41e-01	6.38e-01	-0.47359	-6.1664192	-0.1805439	SEC22C	SEC22 homolog C, vesicle trafficking protein
A_23_P48523	7.41e-01	6.39e-01	-0.473497	-6.1664623	-0.4069059	SSTR1	somatostatin receptor 1
A_23_P70660	7.41e-01	6.39e-01	0.473473	-6.1664737	0.2424812	FAM46A	family with sequence similarity 46 member A
A_23_P55448	7.41e-01	6.39e-01	-0.473227	-6.1665882	-0.3479249	KRT12	keratin 12
A_23_P75038	7.41e-01	6.39e-01	-0.473189	-6.1666061	-0.2185679	DCLRE1A	DNA cross-link repair 1A
A_24_P734268	7.41e-01	6.39e-01	-0.473077	-6.1666581	-0.3875128	C9orf57	chromosome 9 open reading frame 57
A_23_P391711	7.41e-01	6.39e-01	-0.472915	-6.1667335	-0.3858781	FABP2	fatty acid binding protein 2
A_24_P257201	7.41e-01	6.39e-01	0.472753	-6.1668091	0.2190659	MRPL30	mitochondrial ribosomal protein L30
A_23_P146361	7.41e-01	6.39e-01	-0.472643	-6.1668601	-0.1916597	POMT1	protein O-mannosyltransferase 1
A_24_P323084	7.41e-01	6.39e-01	-0.472601	-6.1668796	-0.2243389	LINC00482	long intergenic non-protein coding RNA 482
A_23_P143365	7.41e-01	6.39e-01	-0.472483	-6.1669346	-0.3631072	CST9L	cystatin 9-like
A_24_P186324	7.42e-01	6.39e-01	-0.472306	-6.167017	-0.3308809	ZNF770	zinc finger protein 770
A_24_P181101	7.42e-01	6.39e-01	-0.472226	-6.1670542	-0.128161	TMEM135	transmembrane protein 135
A_23_P46017	7.42e-01	6.39e-01	-0.472211	-6.1670613	-0.1206101	KYAT3	kynurenine aminotransferase 3
A_23_P102017	7.42e-01	6.39e-01	0.472192	-6.1670701	0.325291	ERMN	ermin
A_23_P148641	7.42e-01	6.40e-01	-0.471995	-6.1671617	-0.4013275	TTTY12	testis-specific transcript, Y-linked 12 (non-protein coding)
A_23_P303455	7.42e-01	6.40e-01	0.471947	-6.1671839	0.2405897	GPR161	G protein-coupled receptor 161
A_23_P156017	7.42e-01	6.40e-01	0.471887	-6.1672117	0.1813673	GOLPH3	golgi phosphoprotein 3
A_23_P96761	7.42e-01	6.40e-01	-0.471802	-6.1672514	-0.1777037	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain
A_24_P702842	7.42e-01	6.40e-01	-0.471759	-6.1672711	-0.3776677	ANPEP	alanyl aminopeptidase, membrane
A_32_P40128	7.42e-01	6.40e-01	-0.471644	-6.1673247	-0.5045109		
A_32_P34589	7.42e-01	6.40e-01	-0.471536	-6.1673747	-0.1178269	RSRC1	arginine and serine rich coiled-coil 1
A_24_P219920	7.42e-01	6.40e-01	0.471483	-6.1673992	0.165117	FEM1A	fem-1 homolog A
A_23_P420196	7.42e-01	6.40e-01	0.471117	-6.1675695	0.1824415	SOCS1	suppressor of cytokine signaling 1
A_23_P27367	7.42e-01	6.40e-01	0.470916	-6.1676623	0.149058	KDSR	3-ketodihydrosphingosine reductase
A_23_P309281	7.42e-01	6.40e-01	-0.47091	-6.1676654	-0.2952584	INSL3	insulin like 3
A_24_P49747	7.42e-01	6.40e-01	-0.470904	-6.1676682	-0.3099958		
A_23_P357717	7.42e-01	6.40e-01	0.470893	-6.1676731	0.271028	TCL1A	T-cell leukemia/lymphoma 1A
A_24_P177531	7.42e-01	6.40e-01	-0.470888	-6.1676755	-0.3847053	PCDHGB8P	protocadherin gamma subfamily B, 8 pseudogene
A_23_P385267	7.42e-01	6.40e-01	0.470873	-6.1676823	0.1773934	INO80E	INO80 complex subunit E
A_24_P927015	7.42e-01	6.41e-01	-0.470732	-6.1677479	-0.3467141		
A_32_P121651	7.42e-01	6.41e-01	-0.470701	-6.1677623	-0.2319213	MIB1	mindbomb E3 ubiquitin protein ligase 1
A_32_P132276	7.42e-01	6.41e-01	-0.470551	-6.1678318	-0.2157281		
A_24_P414719	7.42e-01	6.41e-01	0.470529	-6.1678419	0.1294837	NFYA	nuclear transcription factor Y subunit alpha
A_23_P47735	7.43e-01	6.41e-01	-0.470121	-6.1680311	-0.2415267	RELT	RELT tumor necrosis factor receptor
A_24_P380234	7.43e-01	6.41e-01	0.470114	-6.168034	0.1191867	FAM53C	family with sequence similarity 53 member C
A_23_P97123	7.43e-01	6.41e-01	-0.470064	-6.1680573	-0.2264155	ANKRD36BP1	ankyrin repeat domain 36B pseudogene 1
A_32_P42666	7.43e-01	6.41e-01	-0.470025	-6.1680753	-0.1584084		
A_24_P831884	7.43e-01	6.41e-01	-0.470019	-6.168078	-0.3975985		
A_23_P79681	7.43e-01	6.41e-01	0.469954	-6.1681083	0.2443919	SPOPL	speckle type BTB/POZ protein like
A_23_P215253	7.43e-01	6.41e-01	0.469899	-6.1681336	0.1395383	POLR2J3	RNA polymerase II subunit J3
A_24_P480722	7.43e-01	6.41e-01	0.469877	-6.1681438	0.3013543		
A_23_P1056	7.43e-01	6.41e-01	-0.469862	-6.1681506	-0.1499478	GPR89B	G protein-coupled receptor 89B
A_23_P34433	7.43e-01	6.41e-01	0.469588	-6.1682777	0.1350965	ZCCHC11	zinc finger CCHC-type containing 11
A_23_P43248	7.43e-01	6.41e-01	0.469437	-6.1683473	0.1759148	TAF2	TATA-box binding protein associated factor 2
A_23_P59630	7.43e-01	6.41e-01	0.469347	-6.1683889	0.1437383	PMS2P3	PMS1 homolog 2, mismatch repair system component pseudogene 3
A_24_P932661	7.43e-01	6.42e-01	-0.469288	-6.1684162	-0.3072801	PCM1	pericentriolar material 1
A_23_P87917	7.43e-01	6.42e-01	-0.469109	-6.1684987	-0.3475391	KCNH3	potassium voltage-gated channel subfamily H member 3
A_24_P348326	7.43e-01	6.42e-01	0.469067	-6.1685182	0.2272808	IL27RA	interleukin 27 receptor subunit alpha
A_24_P920188	7.43e-01	6.42e-01	-0.468999	-6.1685498	-0.1495568	ZNF24	zinc finger protein 24
A_23_P155185	7.43e-01	6.42e-01	0.468936	-6.1685789	0.3087936	ATP13A3	ATPase 13A3
A_23_P16384	7.43e-01	6.42e-01	-0.46884	-6.168623	-0.3024444	NLRP7	NLR family pyrin domain containing 7
A_23_P85893	7.44e-01	6.42e-01	0.468722	-6.1686773	0.2136258	GLMP	glycosylated lysosomal membrane protein
A_24_P322215	7.44e-01	6.42e-01	-0.468485	-6.1687868	-0.1808132	DHRS13	dehydrogenase/reductase 13
A_24_P239140	7.44e-01	6.42e-01	-0.468277	-6.1688831	-0.2147494	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
A_23_P85371	7.44e-01	6.42e-01	-0.467997	-6.1690121	-0.2547884	RABGGTB	Rab geranylgeranyltransferase beta subunit
A_32_P447539	7.44e-01	6.42e-01	-0.467915	-6.1690498	-0.3454718	HMCN1	hemicentin 1
A_23_P169092	7.44e-01	6.43e-01	-0.467886	-6.1690629	-0.2723364	CYP7B1	cytochrome P450 family 7 subfamily B member 1
A_23_P72487	7.44e-01	6.43e-01	-0.467812	-6.1690974	-0.2884538	XG	Xg blood group
A_24_P273014	7.44e-01	6.43e-01	0.467682	-6.1691572	0.2065891		
A_32_P75493	7.44e-01	6.43e-01	-0.467525	-6.1692294	-0.3761153		
A_32_P214274	7.45e-01	6.43e-01	0.467278	-6.1693429	0.2418315	KIF6	kinesin family member 6
A_32_P30187	7.45e-01	6.43e-01	0.46718	-6.1693883	0.3317772		
A_24_P921376	7.45e-01	6.43e-01	-0.467024	-6.1694598	-0.3769304		
A_23_P325438	7.45e-01	6.43e-01	-0.467	-6.1694712	-0.1719921	XPO6	exportin 6
A_23_P42257	7.45e-01	6.43e-01	-0.466793	-6.1695662	-0.2311897	IER3	immediate early response 3
A_24_P230282	7.45e-01	6.43e-01	-0.466746	-6.1695878	-0.2824867	VCX2	variable charge, X-linked 2
A_23_P141555	7.45e-01	6.43e-01	-0.46674	-6.1695907	-0.2698425	TBX21	T-box 21
A_24_P170584	7.45e-01	6.43e-01	-0.466656	-6.1696289	-0.3853354	IGLV6-57	immunoglobulin lambda variable 6-57
A_23_P311616	7.45e-01	6.43e-01	0.466655	-6.1696296	0.1712696	JMJD6	arginine demethylase and lysine hydroxylase
A_23_P67411	7.45e-01	6.43e-01	-0.466512	-6.1696952	-0.2959559	RSPH6A	radial spoke head 6 homolog A
A_23_P52597	7.45e-01	6.44e-01	0.46638	-6.169756	0.1720928	C1QTNF4	C1q and tumor necrosis factor related protein 4
A_24_P911420	7.45e-01	6.44e-01	0.466359	-6.1697656	0.2988777	TENM3	teneurin transmembrane protein 3
A_24_P156911	7.45e-01	6.44e-01	-0.466224	-6.1698275	-0.2001488	HIST2H2BE	histone cluster 2, H2be
A_32_P354945	7.45e-01	6.44e-01	0.466156	-6.1698588	0.1794793	LOC100505851	uncharacterized LOC100505851
A_23_P4400	7.45e-01	6.44e-01	-0.466086	-6.169891	-0.1963045	KRTAP4-11	keratin associated protein 4-11
A_32_P117804	7.45e-01	6.44e-01	-0.466072	-6.1698973	-0.3943427	C5orf66-AS2	C5orf66 antisense RNA 2
A_23_P110122	7.45e-01	6.44e-01	0.465809	-6.1700179	0.1584001	CCNG2	cyclin G2
A_32_P93584	7.45e-01	6.44e-01	0.465778	-6.1700323	0.1688961		
A_24_P490877	7.45e-01	6.44e-01	-0.465762	-6.1700395	-0.4196573	LOC101929622	uncharacterized LOC101929622
A_23_P148389	7.45e-01	6.44e-01	-0.46569	-6.1700727	-0.3963388	GPR101	G protein-coupled receptor 101
A_24_P922449	7.45e-01	6.44e-01	-0.465662	-6.1700855	-0.4460566		
A_32_P508722	7.46e-01	6.44e-01	-0.465461	-6.1701775	-0.3173262		
A_23_P207999	7.46e-01	6.44e-01	0.465364	-6.1702219	0.1612418	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
A_23_P91783	7.46e-01	6.44e-01	0.465191	-6.1703014	0.1459317	PRR5-ARHGAP8	PRR5-ARHGAP8 readthrough
A_24_P781825	7.46e-01	6.45e-01	-0.465085	-6.1703498	-0.3808414	LINC01361	long intergenic non-protein coding RNA 1361
A_23_P38634	7.46e-01	6.45e-01	-0.465061	-6.1703607	-0.3471245	OR1G1	olfactory receptor family 1 subfamily G member 1
A_23_P203888	7.46e-01	6.45e-01	0.464843	-6.1704606	0.1589004	MMP19	matrix metallopeptidase 19
A_24_P193961	7.46e-01	6.45e-01	-0.464808	-6.1704767	-0.1701158	KCNK6	potassium two pore domain channel subfamily K member 6
A_23_P55064	7.46e-01	6.45e-01	-0.464634	-6.1705562	-0.2272626	WRAP53	WD repeat containing antisense to TP53
A_23_P139648	7.46e-01	6.45e-01	0.464604	-6.1705699	0.2857468	IAPP	islet amyloid polypeptide
A_24_P794833	7.46e-01	6.45e-01	0.464575	-6.1705831	0.1648655		
A_24_P93720	7.46e-01	6.45e-01	-0.464516	-6.1706104	-0.4589008	LOC645984	uncharacterized LOC645984
A_24_P583549	7.46e-01	6.45e-01	0.464395	-6.1706656	0.2502503	DCAF10	DDB1 and CUL4 associated factor 10
A_23_P391725	7.46e-01	6.45e-01	0.464149	-6.170778	0.1365495	DR1	down-regulator of transcription 1
A_32_P75563	7.46e-01	6.45e-01	-0.464113	-6.1707947	-0.2754345		
A_32_P364462	7.46e-01	6.45e-01	-0.464105	-6.1707982	-0.3098104	RASIP1	Ras interacting protein 1
A_23_P33455	7.46e-01	6.45e-01	0.46408	-6.1708096	0.1823029	CDC40	cell division cycle 40
A_32_P161464	7.46e-01	6.45e-01	-0.463939	-6.1708743	-0.3663115		
A_24_P324838	7.46e-01	6.45e-01	-0.463917	-6.1708843	-0.3398506		
